easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min)
73000.0,400.0,0.08,0.029,0.315,4672183.527,0.09541531624171772,0.9045846837582823,1348821.9572115513,284.78191249433826
73107.0,400.0,0.07,0.016,0.315,4679850.734,0.09518024313731238,0.9048197568626877,,
73214.0,400.0,0.08,0.03,0.315,4687803.113,0.09494778401496143,0.9050522159850386,1108000.0384063956,390.9003054677721
73321.0,400.0,0.08,0.027,0.315,4696038.475,0.09471792346107753,0.9052820765389225,,
73428.0,400.0,0.09,0.03,0.315,4704554.584,0.09449064551549927,0.9055093544845008,1220737.023370935,319.8033805941006
73535.0,400.0,0.09,0.037,0.315,4713349.156,0.09426593368584507,0.9057340663141549,,
73643.0,400.0,0.08,0.032,0.315,4722419.862,0.09404377096150471,0.9059562290384953,539248.2479654268,347.14817831828606
73750.0,400.0,0.09,0.043,0.316,4731764.326,0.09382413982773052,0.9061758601722695,,
73857.0,400.0,0.09,0.029,0.316,4751264.832,0.09339239983598803,0.906607600164012,346460.60867185023,331.08492619014913
73964.0,400.0,0.1,0.045,0.316,4761415.921,0.09318025355323932,0.9068197464467607,,
74071.0,400.0,0.11,0.039,0.316,4771830.87,0.09297056403894069,0.9070294359610593,272528.074041616,295.2844276613792
74178.0,400.0,0.08,0.028,0.316,4782507.111,0.09276331146542023,0.9072366885345797,,
74285.0,400.0,0.08,0.023,0.316,4793442.042,0.09255847558294068,0.9074415244170593,208045.53004674995,354.37915587747113
74392.0,400.0,0.08,0.026,0.317,4804633.027,0.09235603573288488,0.9076439642671151,,
74499.0,400.0,0.07,0.025,0.317,4816077.4,0.09215597086074978,0.9078440291392502,562775.9500891515,260.90122152761165
74606.0,400.0,0.07,0.02,0.317,4827772.466,0.0919582595287187,0.9080417404712813,,
74714.0,400.0,0.09,0.029,0.317,4839715.501,0.0917628799282534,0.9082371200717466,374859.95812515053,250.2745744519647
74821.0,400.0,0.09,0.027,0.317,4851903.755,0.09156980989216895,0.9084301901078311,,
