easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min)
50100.0,51800.0,0.04,0.009,0.33,8700091.648,0.19070216826894368,0.8092978317310563,1430013.2460868093,310.6320187848297
50152.0,51800.0,0.05,0.008,0.33,8686678.81,0.19124072508653783,0.8087592749134622,,
50204.0,51800.0,0.05,0.008,0.33,8686678.81,0.19124072508653783,0.8087592749134622,,
50257.0,51800.0,0.07,0.015,0.33,8673496.071,0.19176936473420436,0.8082306352657956,865379.899199134,251.66296614720017
50309.0,51800.0,0.07,0.015,0.33,8673496.071,0.19176936473420436,0.8082306352657956,,
50361.0,51800.0,0.04,0.008,0.33,8660541.592,0.1922881776531044,0.8077118223468955,,
50413.0,51800.0,0.04,0.008,0.33,8660541.592,0.1922881776531044,0.8077118223468955,235055.7426805588,394.10519340201336
50465.0,51800.0,0.04,0.008,0.33,8647812.747,0.1927972872701626,0.8072027127298373,,
50518.0,51800.0,0.04,0.008,0.33,8647812.747,0.1927972872701626,0.8072027127298373,,
50570.0,51800.0,0.06,0.017,0.331,8635306.209,0.19329684659022692,0.806703153409773,865221.3892579167,299.710955935508
50622.0,51800.0,0.06,0.017,0.331,8635306.209,0.19329684659022692,0.806703153409773,,
50674.0,51800.0,0.09,0.028,0.331,8623018.041,0.19378703426972813,0.8062129657302719,,
50726.0,51800.0,0.09,0.028,0.331,8623018.041,0.19378703426972813,0.8062129657302719,879909.1433896533,423.1459192929321
50778.0,51800.0,0.08,0.026,0.331,8610943.8,0.19426805042277348,0.8057319495772265,,
50831.0,51800.0,0.08,0.026,0.331,8610943.8,0.19426805042277348,0.8057319495772265,,
50883.0,51800.0,0.06,0.018,0.331,8599078.637,0.1947401123912092,0.8052598876087909,636091.038461745,230.73341970333394
50935.0,51800.0,0.06,0.018,0.331,8599078.637,0.1947401123912092,0.8052598876087909,,
50987.0,51800.0,0.06,0.017,0.331,8587417.393,0.19520345067171097,0.804796549328289,,
